full_text,processed_text_sastrawi,label
bro we talking about politician kalo lem me tell you dude indonesia klo ga sogok menyogok sbnrnya maju wont happen klo ga sogok menyogok bs manufaktur mobil klo politisi peduli yg namanya produk anak bangsa,bro we talking about politician kalo lem me tell you dude indonesia klo ga sogok sogok sbnrnya maju wont happen klo ga sogok sogok bs manufaktur mobil klo politis peduli yg nama produk anak bangsa,positif
lho channel gede diduitin politisi proxy dikelola profesional syarat yg situasional periode muji si x gak jelekin si a dst berani ngeyel nglanggar pecat puluhan juta pendapatan bulanan melayang emang miskin,lho channel gede diduitin politis proxy kelola profesional syarat yg situasional periode muji si x gak jelekin si a dst berani ngeyel nglanggar pecat puluh juta dapat bulan layang emang miskin,positif
bjir ga kepoin politisi tgl lahirnya kek gw mei gw ajakin cari promo birthday treats sih,bjir ga poin politis tgl lahir kek gw mei gw ajakin cari promo birthday treats sih,positif
yg tau granny mega tidur dibawah jam wib bangun jam pagi coba hasto poto video mega dzikir politisi setan merah dihalalkan berbohong,yg tau granny mega tidur bawah jam wib bangun jam pagi coba hasto poto video mega dzikir politis setan merah halal bohong,negatif
gabung orang yg kudeta gus dur ri gk bahya tah politisi pendendam opo gk demdam mak banteng,gabung orang yg kudeta gus dur ri gk bahya tah politis dendam opo gk demdam mak banteng,positif
simple aja jokowi politisi handal kalo jokowi pdip pdip no tdk bikin partai partai gerindra golkar demokrat dll tdk menempel suara pdip yg notabene rakyat tau jokowi hatinya tdk pdip,simple aja jokowi politis handal kalo jokowi pdip pdip no tdk bikin partai partai gerindra golkar demokrat dll tdk tempel suara pdip yg notabene rakyat tau jokowi hati tdk pdip,positif
keren mas puthut kelas politiknya usaha pendidikan politik masyarakat masyarakat kirakira mas kelas politik mengundang politisi narasumber penulis kelas menulis koki kelas memasak,keren mas puthut kelas politik usaha didik politik masyarakat masyarakat kirakira mas kelas politik undang politis narasumber tulis kelas tulis koki kelas masak,netral
kalo udah masuk lingkaran penjilat cari dalil halal nya untung udah sisakan ruang tdak percaya utuh politisi modelan fahri iniwalau dlu meraung kritis sblum jinakkan jokowi,kalo udah masuk lingkar jilat cari dalil halal nya untung udah sisa ruang tdak percaya utuh politis model fahri iniwalau dlu raung kritis sblum jinak jokowi,positif
politik politisi lompat pagar bnyk politisi pindah partai sandiaga uno gerindra pindah ppp mlah masuk kubunya pdip ridwan kamil gerindra pindah golkar pikirin jngan sempit bos terbuka amp maju,politik politis lompat pagar bnyk politis pindah partai sandiaga uno gerindra pindah ppp mlah masuk kubu pdip ridwan kamil gerindra pindah golkar pikirin jngan sempit bos buka amp maju,negatif
meng gelora telur suata berjalan setolol politisi indonesia,meng gelora telur suata jalan tolol politis indonesia,netral
senang senang emank kader pdip laris manis d perebutkan politisi senior terbukti berhasil mendidik kadernya berhasil politisi handal,senang senang emank kader pdip laris manis d rebut politis senior bukti hasil didik kader hasil politis handal,positif
kotornya politik dirusak politisi sandera,kotor politik rusak politis sandera,negatif
kepentingan satunya harga politisi kepentingan orang bamyak kepentingan kelompok kepentingan individu dibalikbisa hancur negara,penting satu harga politis penting orang bamyak penting kelompok penting individu dibalikbisa hancur negara,negatif
gak baper dg politisi,gak baper dg politis,positif
politisi yg menginternasionalisasikan bahasa perspektif politik pakai perspektif linguistik dimaklumi nggak opininya dikritisi menyesatkan,politis yg internasionalisasi bahasa perspektif politik pakai perspektif linguistik maklum nggak opini kritisi sesat,positif
mundur kalo politisi bilang rakyat yg sok mewakili rakyatwkwkwk,mundur kalo politis bilang rakyat yg sok wakil rakyatwkwkwk,positif
konsultan politisi bilang a coba cari pembanding skeptis level pemilih berantem narasi bikin apapun reaksi petunjuk strategi tempur panen gigit jari,konsultan politis bilang a coba cari banding skeptis level pilih antem narasi bikin apa reaksi tunjuk strategi tempur panen gigit jari,positif
partai carincuan bantuan pemerintah hadeech politisi benalu,partai carincuan bantu perintah hadeech politis benalu,negatif
remukan rengginang kandang rakyat jelata yg papa pengolah tanah pertiwi yg diperkosa politisi petani yg tumbal stabilisasi buruh yg gaduh kaum pas pasan yg dipaksakan kaum menengah yg peduli padamu,remuk rengginang kandang rakyat jelata yg papa olah tanah pertiwi yg perkosa politis tani yg tumbal stabilisasi buruh yg gaduh kaum pas pas yg paksa kaum tengah yg peduli pada,positif
ceramah agama isinya provokasi tebar harapan janji yg ujungnya ingkari gaya kampanyenya politisi gus yusuf jgn fasilitas agama utk kegiatan politik ptaktis memicu keresahan perpecahan umatkembalilah jalan yg diridloi,ceramah agama isi provokasi tebar harap janji yg ujung ingkar gaya kampanye politis gus yusuf jgn fasilitas agama utk giat politik ptaktis picu resah pecah umatkembalilah jalan yg diridloi,positif
politisi muka tembok,politis muka tembok,netral
dah bg dr abg belajar klo politisi tu kyk gmn idealisme bs tergadai hny krn kepentingan partai golongan pribadi sekalipn,dah bg dr abg ajar klo politis tu kyk gmn idealisme bs gadai hny krn penting partai golong pribadi sekalipn,positif
politisi muda tuwirnya kek fahri ya btw berkaca angkatan keknya miripmirip dg tuwir politik jalan utk bisnis pribadi bantu bisnis konco dewe,politis muda tuwirnya kek fahri ya btw kaca angkat kek miripmirip dg tuwir politik jalan utk bisnis pribadi bantu bisnis konco dewe,negatif
adian politisi yg kalo berdebat sllu fakta nyata retorika,adi politis yg kalo debat sllu fakta nyata retorika,positif
mahasiswa ngobrol kenal politisi once info a nehhhh,mahasiswa ngobrol kenal politis once info a nehhhh,netral
andian napitupulu bkn politisi kaleng susu,andian napitupulu bkn politis kaleng susu,netral
hnya memanfaatkan tukang survey program bapaknya klaim jd misi kedepan tolol karna blm belajar dungu pintar penyakit orang partaipolitisi,hnya manfaat tukang survey program bapak klaim jd misi depan tolol karna blm ajar dungu pintar sakit orang partaipolitisi,positif
dlm level nasional politisi partai cm wayang dalang nya pemegang modal dalang sgt paham politik jln tol akses ekonomi yg,dlm level nasional politis partai cm wayang dalang nya pegang modal dalang sgt paham politik jln tol akses ekonomi yg,negatif
politisi pdip unggah video utuh megawati dinarasikan empas tangan jokowi,politis pdip unggah video utuh megawati narasi empas tangan jokowi,netral
sah politisi konoha gak kenal malu,sah politis konoha gak kenal malu,positif
politisi sampah,politis sampah,netral
begonya gw pcaya elo x politisi bgerak tdk msk akal n nurani gw slamanya blacklist gw msh politisi yg bersihamp pjuang idealisme kuat pjuangan idealisme wadah ktk wadah sdh tdk cocok ya cari wadah br bkn idealismenya mlumer ngikuti wadah,bego gw pcaya elo x politis bgerak tdk msk akal n nurani gw slamanya blacklist gw msh politis yg bersihamp pjuang idealisme kuat pjuangan idealisme wadah ktk wadah sdh tdk cocok ya cari wadah br bkn idealisme mlumer ngikuti wadah,positif
gusdurian prinsip demokrasi kuat anti intoleransi anti politisi agama anti politik dinasti,gusdurian prinsip demokrasi kuat anti intoleransi anti politis agama anti politik dinasti,negatif
kompas kompas media aja menjual terminologi berita meningkatkan pemirsa bedanya politisi nyeleneh,kompas kompas media aja jual terminologi berita tingkat pirsa beda politis nyeleneh,netral
singkat ketemulah hotel bintang solo lantai eksekutif layanan langsung kamar gak makan restoran kebanyakan cerita menyebut politisi supertajir yg membiayai,singkat ketemu hotel bintang solo lantai eksekutif layan langsung kamar gak makan restoran banyak cerita sebut politis supertajir yg biaya,negatif
partai licik bela belain jokowi nge jelekin duh model gini politisi,partai licik bela bain jokowi nge jelekin duh model gin politis,positif
bang politisi yg rakus jabatan amp haus kekuasaan integritasnya teruji amp yg sesuai fakta amp pertanggung jawabkan kebenarannya,bang politis yg rakus jabat amp haus kuasa integritas uji amp yg sesuai fakta amp tanggung jawab benar,positif
pengen ngga si lihat buzzerp politisi bionya tulisan ss dimana trus heran ya kuliah mulu ni orang twitnya opini jelek akutu kesaall gitu iriiii pengen kuliah jugaaa suka cosplay sok pinter,ken ngga si lihat buzzerp politis bionya tulis ss mana trus heran ya kuliah mulu ni orang twitnya opini jelek akutu kesaall gitu iriiii ken kuliah jugaaa suka cosplay sok pinter,positif
kalo pinter sih gak politisi yak gak cuy,kalo pinter sih gak politis yak gak cuy,positif
skrg percaya yg politisi bilang bullshit smua indah tai anies ganjar prabowo smuanya mreka tergoda haus kl mreka berkuasa sangka jokowi yg kurus murah senyum loyal dgn mega bs berkhianat,skrg percaya yg politis bilang bullshit smua indah tai anies ganjar prabowo smuanya mreka goda haus kl mreka kuasa sangka jokowi yg kurus murah senyum loyal dgn mega bs khianat,positif
politisi alasan politik dinamis kehidupan dinamisfuck,politis alas politik dinamis hidup dinamisfuck,negatif
adian politisi kaleng kaleng lho,adi politis kaleng kaleng lho,netral
ga berharap dukung pilih calon yg sdh terbukti membawa manfaat lihat bertebaran fakta politisi bersaing besoknya berkoalisi serang pekan memuji,ga harap dukung pilih calon yg sdh bukti bawa manfaat lihat tebar fakta politis saing besok koalisi serang pekan puji,positif
amintegaklurusrakyat aniescaimin akademisi politisi,amintegaklurusrakyat aniescaimin akademisi politis,netral
politisi ingatannya pendek habis kopid,politis ingat pendek habis kopid,netral
bhw tegak lurus pd konstitusi barulah mengutipnya sbg pernyataan politisi era orba fasih pakai model komunikasi politik pd publik spt lhoooo ditiru,bhw tegak lurus pd konstitusi baru kutip sbg nyata politis era orba fasih pakai model komunikasi politik pd publik spt lhoooo tiru,negatif
gada bukti rekaman gak nama klarifikasi bilangnya menteri enak ya politisi kebal hoax,gada bukti rekam gak nama klarifikasi bilang menteri enak ya politis kebal hoax,positif
mba yenny wahid politisi cerdas paham didukung memilih begabung mendukung ganjarmahfud ganjarmahfud dikampanyekan polesan kosmetik politik langsung tancap gaspol menang,mba yenny wahid politis cerdas paham dukung pilih begabung dukung ganjarmahfud ganjarmahfud kampanye poles kosmetik politik langsung tancap gaspol menang,positif
andian politisi jujur skrg hasto mengakui permintaan jabatan periode pinternya lurah pakai tgn org media lurah menyangkal bangkai bau lurah,andian politis jujur skrg hasto aku minta jabat periode pinternya lurah pakai tgn org media lurah sangkal bangkai bau lurah,negatif
indonesia emas jualan politisi doang kah,indonesia emas jual politis doang kah,negatif
kemarin percaya bang periode bang adian politisi yg jujur berharap jabatan yg nafsu jabatan,kemarin percaya bang periode bang adi politis yg jujur harap jabat yg nafsu jabat,positif
anak ingusan sok sokan ngaku politisi mengalami namanya perjuangan eh jalur instan bantuan dah hebat,anak ingus sok sok ngaku politis alami nama juang eh jalur instan bantu dah hebat,positif
politikamp tppu sgt berkaitan menjelang thn politik ongkos politik yg mahal memaksa politisi menghalalkan sgla utk pendanaan hasil korupsi gratifikasi dll disamarkan dana kampanye tppu semoga ppatk mengawasi,politikamp tppu sgt kait jelang thn politik ongkos politik yg mahal paksa politis halal sgla utk dana hasil korupsi gratifikasi dll samar dana kampanye tppu moga ppatk awas,negatif
dukun dukun permainan politisi ber iman alias orang beragama dukun abal inipun menjegal kemenangan ramalan palsu dukun bayaran dibawah iblis komunis,dukun dukun main politis ber iman alias orang agama dukun abal ini jegal menang ramal palsu dukun bayar bawah iblis komunis,negatif
berhubung wfh sekalinya rumah langsung silau baliho partai terjangan janji manis politisi,hubung wfh sekali rumah langsung silau baliho partai terjang janji manis politis,positif
uuaturan tulisan mreka politisi bgcd,uuaturan tulis mreka politis bgcd,netral
ko instan perubahan watak berfikirnya ky masak indomie gabung koalisi kim udah puja puji jokowi aja perasaan bar nyerang jokowi personal pemerintahan nya politisi oh politisi,ko instan ubah watak berfikirnya ky masak indomie gabung koalisi kim udah puja puji jokowi aja asa bar nyerang jokowi personal perintah nya politis oh politis,positif
ga kebalik tuh logikanyaha ha ha emang elit politisi yg kredibel koalisinya tukang martabak yg disuntik dana m setahun usahanya bangrut angkat cawapres logikanya dimana otak kosong ko sombong,ga balik tuh logikanyaha ha ha emang elit politis yg kredibel koalisi tukang martabak yg suntik dana m tahun usaha bangrut angkat cawapres logika mana otak kosong ko sombong,positif
politisi mencoba menjaga hubungan,politis coba jaga hubung,netral
lolositulah politisi,lolositulah politis,netral
polittisi gaek yg dilampaui nya polittisi politisi gaek gaek yg nya birahi orang nomor mnimal no indonesia hasrat birahi dipendam kesempatan si anak muda,polittisi gaek yg lampau nya polittisi politis gaek gaek yg nya birah orang nomor mnimal no indonesia hasrat birah pendam sempat si anak muda,positif
politisi nggak yg murni karna rakyat kak janjinya yg dijualpenjabat negerii wakanda gitu loh,politis nggak yg murni karna rakyat kak janji yg dijualpenjabat negeri wakanda gitu loh,positif
adian napitupulu menghembuskan isue salah politisi kader pdip percaya integritasnya,adi napitupulu hembus isue salah politis kader pdip percaya integritas,positif
pengelolaan dana negara akuntabel mimpi politisi naif,kelola dana negara akuntabel mimpi politis naif,negatif
selamat malam selamat menikmati happy weekend masbro and mbaksis lupa lupa mengisi kehidupan menikmati budaya kebudayaan menyambung tweet orang budayawan senior kali budayawan politisi,selamat malam selamat nikmat happy weekend masbro and mbaksis lupa lupa isi hidup nikmat budaya budaya sambung tweet orang budayawan senior kali budayawan politis,positif
